,LINK,CLASS,CONTENT
1396,0,1,"i can't believe this i just now watched a brand new adult video clip with rihanna she has been screwing a black basketball player check out her video right here if you wish: crazy-celeb-newseupn.
"
1397,0,1,"check my videos and subscribe and like plzz.
"
1398,0,0,"never gets old best song ever.
"
1399,0,0,"first they were fighting. then they were making out.
"
1400,0,1,"i know that maybe no one will read this but please type in ""deazy99"" i'm a rapper with a dream. i know you must see like millions of those on here everyday but please check out my music and subscribe if you'd like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a ""thumbs up"" because what some might see as just a simple button press could make my dream come true. thank you again for your time may god bless you.
"
1401,0,1,"hey guys please just spent one minute for me i am a singer from srilanka and i am 18 year's old! sooo i like to be great singer will be a one day so i hope it would be happen in really my life. just view my videos and rate it and let me know how is my voice please help us guys closer to living my dream! i really know you'd helped me who read this comment he/she can just understand my feeling thanks guys lv you really much more! subscribe it my channel and onece again thank you.
"
1402,0,1,"yo guys i am 14 year old rapper just started rapping so please check out my site and leave feedback and subscribe also like this comment so more can see and make my channel big aswell.
"
1403,0,1,"check out this video on youtube.
"
1404,0,1,"for 90's rap fans. check out my big pun - 'beware' cover! likes n comments very much appreciated.
"
1405,0,0,"i love this song up to the moon 3 you are rocks.
"
1406,0,0,"hello. am from azerbaijan.
"
1407,0,1,"hey guys i am a 17yr old rapper trying to get exposure. i live in belgium where no one speaks english so i have to resort to this gay spam. check out my 2 latest tracks as they are probably my best. audio isnt the best but i am gonna invest in some real equipment for my next track. please thumbs this up so others can see. or hey don't just check me out yourself and leave a response and a like. thanks in advance, you guys will be part of making my dream come true -notorious niko.
"
1408,0,0,"eminem3the best rapper ever3.
"
1409,0,0,"i hate rap.
"
1410,0,1,"check out my channel to see rihanna short mix by me.
"
1411,0,1,"every weekend a new lyric video of eminem here view like subscribe.
"
1412,0,0,"this song/video is such a trigger but it's just so good.
"
1413,0,1,"check out the new hot video by dante b called riled up.
"
1414,0,0,"was that meghan fox.
"
1415,0,1,"ayyy can you guys please check out my rap video i am 16 n i am juss tryna get some love please chrck it out an thank you.
"
1416,0,1,"come subscribe to my channel! please.
"
1417,0,0,"awesome song! congratulations.
"
1418,0,1,"come check out our music channel! go check out the song ""love me"" by jemini! if you do you are a very amazing person, thank you to all who check it out, if you don't check it out you're still an amazing person just for reading this post.
"
1419,0,1,"share and like this page to win a hand signed rihanna photo! fb - fans of rihanna.
"
1420,0,1,"share and like this page to win a hand signed rihanna photo! fb - fans of rihanna.
"
1421,0,1,"check out my page adam b beats 2013.
"
1422,0,1,"look and shares my video please.
"
1423,0,1,"check out this video on youtube.
"
1424,0,1,"like subscribe /watchv=5tu9gn1l310.
"
1425,0,0,"charlieee dddd those who saw lost only will understand.
"
1426,0,1,"ladies! ----- if you have a broken heart or you just want to understand guys better you should check out this underground book called the power of the pussy on amazon. best book ever for us girls! oh. and just a warning it's for 18 and over. lol.
"
1427,0,1,"coffee lovers please read check out a song i wrote and sing on you tube called coffee lovatype coffee lova like i spell it while your already on you tube hit enterthen look for video titled coffee lova hit enter and blast off.
"
1428,1,1,"hey guy if you can please subscribe to my channel i am a young dedicated rapper i post videos everyday to improve i write/perform/record/mix/edit/post everyday i do a verse everyday 16 barsto improve i'm doing it for 365 days a whole year to improve right now i'm on day 46 if you guys can please like this comment so everyone can see it and follow me on my journey/watch me improve everyday subscribe please i'm lyrical and i keep it real help me reach my dreamhelp me build a fan basethanks.
"
1429,0,0,"so many comments.
"
1430,0,0,"getting too 1billion views, holy moly.
"
1431,0,0,"best song.
"
1432,0,1,"subscribe to me! i make music.
"
1433,0,0,"1 song in world even in 2015.
"
1434,0,0,"hi loving it.
"
1435,0,1,"subscribe me if you love eminem.
"
1436,0,0,"lol thats the guy from animal planet and lost. and the girl is megan fox i think hahah.
"
1437,0,0,"this song is true because it is insane because boys will do this to a girl and it is not true that people say that a guy will never do it to a girl but boys you liers now stop treating us girls this way you all suck.
"
1438,0,0,"love the video.
"
1439,0,0,"hello i'm from bulgaria.
"
1440,0,1,"if you love rihanna subscribe me.
"
1441,0,0,"eminem rap can be easy for a boy but i can do that.
"
1442,0,1,"if you love rihanna subscribe me.
"
1443,0,1,"check out my music video on my chanel.
"
1444,0,1,"check out our bands page on youtube killtheclockhd - check out some of our original songs including ""your disguise"".
"
1445,0,1,"could you guys please check out my channel for hiphop beats.
"
1446,0,0,"i love this song sooooooooooooooo much.
"
1447,0,1,"everyone come and check out the new gta 5 gameplay right here /watchv=6h0m5sayho.
"
1448,0,1,"check out this video on youtube.
"
1449,0,1,"hey guys i'm 87 cypher i am 11 years old and rap is my life i recently made my second album desire ep please take a moment to check out my album on youtube thank you very much for reading every like comment and subscription counts.
"
1450,0,0,"eminem - love the way you lie.
"
1451,0,1,"hey guys ready for more 87 cyphers back check out my video on youtube. new album is out check it out. more music tomorrow thanks for reading.
"
1452,0,1,"hey if you guys wouldnt mind. could you check out my boys and my music. we just made a real lyrical song. search dna andrew guasch. i appreciate it. leave some real feedback and keep hip-hop alive.
"
1453,0,0,"is that girl is megan fox.
"
1454,0,0,"so freaking sad.
"
1455,0,1,"hello. i only made one eminem song on my channel. could you guys just put a like on it please? don't need to subscribe. thanks.
"
1456,0,1,"hey guys if you guys can please subscribe to my channel i'm a young rapper really dedicated i post a video everyday i post a verse 16 barspart of a songeveryday to improve i'm doing this for 365 days right now i'm on day 41 i'm doing it for a whole year without missing one day if you guys can please subscribe and follow me on my journey to my dream watch me improve, it really means a lot to me thank you i won't let you down i promise: i'm lyrical i keep it real.
"
1457,0,1,"hey its mes here i'm a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a subscribe if you enjoy yourself. i am just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential.
"
1458,0,0,"i like the lyrics but not to music video.
"
1459,0,1,"i hope everyone is in good spirits i'm a hard working student who's also a passionate singer i look foward to the day when i can make my own music to share but for now i've just been doing covers. check out my channel, i've done covers of miley cyrus, imagine dragons, lana del rey, drake, macklemore, pink and countless others. subscribe only if you want to. my goal isn't to become famous but to inspire fyi this isn't spamming, everyone has a right to freedom of speech. thanks.
"
1460,0,1,"check out my channel for rap and hip hop music.
"
1461,0,0,"br.
"
1462,0,1,"adam b beats check out my page.
"
1463,1,1,"a rel=""nofollow"" class=""ot-hashtag"" href=""https//plusgooglecom/s/23awesome""awesome/a a rel=""nofollow"" class=""ot-hashtag"" href=""https//plusgooglecom/s/23share""share/a a rel=""nofollow"" class=""ot-hashtag"" href=""https//plusgooglecom/s/23rt""rt/a eminem - love the way you lie ft. rihanna a href=""http//owly/2zme8f""http//owly/2zme8f/a.
"
1464,0,1,"i am mes an aspiring young rapper with high hopes. i know you will not click this link and check out my channel. you just don't want to. well its your choice. in fact you know what don't click.
"
1465,0,0,"looooved.
"
1466,0,0,"we need to get this to 1 billion views.
"
1467,0,1,"hey? everyone please take a moment to read this. i work my ass off hoping to make it into the music industry but its hard to? get people to hear you when you don't have money for advertisements and exposure i am a young artist who has dreams and goals like everybody else please take 30 seconds and visit my channel you don't have to like? me, just give me a chance to prove my talent also, please take just 1 second of your life and thumb this comment up it would be super helpful.
"
1468,0,0,"amazing.
"
1469,0,0,"almost a billion.
"
1470,0,0,"great song.
"
1471,0,1,"please check out my video called ""we love mind master it"" thanks.
"
1472,0,1,"okay trust me i'm doing a favor. you need to check out this guy named columbus nelson on youtube.
"
1473,0,1,"i agree they are just damn spammers. they suck. i am trying to do the same and get known. i know the feeling. i will help you out and leave likes and comments on your page. i hope you could do the same and maybe subscribe to me that would be awesome thanks.
"
